ccd_code,ccd_name,ccd_synonyms,common_name_guess,ccd_type,release_status,source,error,canonical_code,identical_group_codes,is_identical_alias,alpha_code,beta_code,anomer_group_id,group_member_codes,listed_in_saccharides,anomer_availability,canonical_anomer,sugar_family,sugar_sort_key
PNW,4-nitrophenyl beta-D-glucopyranoside,4'-NITROPHENYL-BETA-D-GLUCOPYRANOSIDE; 4-nitrophenyl beta-D-glucoside; 4-nitrophenyl D-glucoside; 4-nitrophenyl glucoside,nitrophenyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,PNW,PNW,FALSE,,PNW,,PNW,TRUE,beta_only,beta,glucopyranoside,4-nitrophenyl beta-d-glucopyranoside
E5G,5-hydroxypentyl alpha-D-glucopyranoside,5-hydroxypentyl alpha-D-glucoside; 5-hydroxypentyl D-glucoside; 5-hydroxypentyl glucoside,hydroxypentyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,E5G,E5G,FALSE,E5G,,,E5G,TRUE,alpha_only,alpha,glucopyranoside,5-hydroxypentyl alpha-d-glucopyranoside
BBV,benzyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,benzyl 2-(acetylamino)-2-deoxy-alpha-D-glucopyranoside; benzyl 2-acetamido-2-deoxy-alpha-D-glucoside; benzyl 2-acetamido-2-deoxy-D-glucoside; benzyl 2-acetamido-2-deoxy-glucoside,benzyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BBV,BBV,FALSE,BBV,,,BBV,TRUE,alpha_only,alpha,glucopyranoside,benzyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside
SWE,alpha-D-fructofuranosyl alpha-D-glucopyranoside,,,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,SWE,SWE,FALSE,SWE,,,SWE,TRUE,alpha_only,alpha,glucopyranoside,fructofuranosyl alpha-d-glucopyranoside
DQR,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside,1-KESTOSE,kestose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,DQR,DQR,FALSE,DQR,,,DQR,TRUE,alpha_only,alpha,glucopyranoside,fructofuranosyl-(2->1)-beta-d-fructofuranosyl alpha-d-glucopyranoside
NYT,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside,Nystose,nystose,saccharide,OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NYT,NYT,FALSE,NYT,,,NYT,TRUE,alpha_only,alpha,glucopyranoside,fructofuranosyl-(2->1)-beta-d-fructofuranosyl-(2->1)-beta-d-fructofuranosyl alpha-d-glucopyranoside
B7G,heptyl beta-D-glucopyranoside,HEPTYL-BETA-D-GLUCOPYRANOSIDE; heptyl beta-D-glucoside; heptyl D-glucoside; heptyl glucoside,heptyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,B7G,B7G,FALSE,,B7G,,B7G,TRUE,beta_only,beta,glucopyranoside,heptyl beta-d-glucopyranoside
JZR,hexyl beta-D-glucopyranoside,hexyl beta-D-glucoside; hexyl D-glucoside; hexyl glucoside,hexyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,JZR,JZR,FALSE,,JZR,,JZR,TRUE,beta_only,beta,glucopyranoside,hexyl beta-d-glucopyranoside
Z9L,"methyl 2,3,6-tri-O-sulfo-alpha-D-glucopyranoside",,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z9L,Z9L,FALSE,Z9L,,,Z9L,TRUE,alpha_only,alpha,glucopyranoside,"methyl 2,3,6-tri-o-sulfo-alpha-d-glucopyranoside"
6S2,methyl 2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranoside,methyl 2-(acetylamino)-2-deoxy-6-O-sulfo-beta-D-glucopyranoside; methyl 2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucoside; methyl 2-acetamido-2-deoxy-6-O-sulfo-D-glucoside; methyl 2-acetamido-2-deoxy-6-O-sulfo-glucoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6S2,6S2,FALSE,,6S2,,6S2,TRUE,beta_only,beta,glucopyranoside,methyl 2-acetamido-2-deoxy-6-o-sulfo-beta-d-glucopyranoside
2F8,methyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,methyl 2-(acetylamino)-2-deoxy-alpha-D-glucopyranoside; methyl 2-acetamido-2-deoxy-alpha-D-glucoside; methyl 2-acetamido-2-deoxy-D-glucoside; methyl 2-acetamido-2-deoxy-glucoside,methyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,2F8,2F8,FALSE,2F8,,,2F8,TRUE,alpha_only,alpha,glucopyranoside,methyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside
MAG,methyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,BETA-METHYL-N-ACETYL-D-GLUCOSAMINE; methyl 2-acetamido-2-deoxy-beta-D-glucoside; methyl 2-acetamido-2-deoxy-D-glucoside; methyl 2-acetamido-2-deoxy-glucoside,glucosamine,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MAG,MAG,FALSE,,MAG,,MAG,TRUE,beta_only,beta,glucopyranoside,methyl 2-acetamido-2-deoxy-beta-d-glucopyranoside
AMV,methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-beta-D-glucopyranoside,METHYL 2-(ACETYLAMINO)-3-O-[(1R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSIDE; methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-beta-D-glucoside; methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-D-glucoside; methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-glucoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,AMV,AMV,FALSE,,AMV,,AMV,TRUE,beta_only,beta,glucopyranoside,methyl 2-acetamido-3-o-[(1r)-1-carboxyethyl]-2-deoxy-beta-d-glucopyranoside
NM9,methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranoside,"(2R)-2-[(2R,3S,4R,5R,6R)-5-acetamido-2-(hydroxymethyl)-6-methoxy-3-oxidanyl-oxan-4-yl]oxypropanamide; methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucoside; methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-D-glucoside; methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,NM9,NM9,FALSE,,NM9,,NM9,TRUE,beta_only,beta,glucopyranoside,methyl 2-acetamido-3-o-[(2r)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-d-glucopyranoside
ZDO,methyl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside,,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,ZDO,ZDO,FALSE,ZDO,,,ZDO,TRUE,alpha_only,alpha,glucopyranoside,methyl 2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranoside
U2A,methyl 2-thio-beta-D-glucopyranoside,,methyl thio glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,U2A,U2A,FALSE,,U2A,,U2A,TRUE,beta_only,beta,glucopyranoside,methyl 2-thio-beta-d-glucopyranoside
GU3,"methyl 3-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranoside","methyl 3-O-methyl-2,6-di-O-sulfo-alpha-D-glucoside; methyl 3-O-methyl-2,6-di-O-sulfo-D-glucoside; methyl 3-O-methyl-2,6-di-O-sulfo-glucoside",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GU3,GU3,FALSE,GU3,,,GU3,TRUE,alpha_only,alpha,glucopyranoside,"methyl 3-o-methyl-2,6-di-o-sulfo-alpha-d-glucopyranoside"
MA3,methyl 4-thio-alpha-D-glucopyranoside,O1-METHYL-4-DEOXY-4-THIO-ALPHA-D-GLUCOSE; methyl 4-thio-alpha-D-glucoside; methyl 4-thio-D-glucoside; methyl 4-thio-glucoside,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MA3,MA3,FALSE,MA3,,,MA3,TRUE,alpha_only,alpha,glucopyranoside,methyl 4-thio-alpha-d-glucopyranoside
GTM,methyl 4-thio-beta-D-glucopyranoside,O1-METHYL-4-DEOXY-4-THIO-BETA-D-GLUCOSE; methyl 4-thio-beta-D-glucoside; methyl 4-thio-D-glucoside; methyl 4-thio-glucoside,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GTM,GTM,FALSE,,GTM,,GTM,TRUE,beta_only,beta,glucopyranoside,methyl 4-thio-beta-d-glucopyranoside
U1Y,methyl 6-thio-beta-D-glucopyranoside,,methyl thio glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,U1Y,U1Y,FALSE,,U1Y,,U1Y,TRUE,beta_only,beta,glucopyranoside,methyl 6-thio-beta-d-glucopyranoside
GYP,methyl alpha-D-glucopyranoside,METHYL-ALPHA-D-GLUCOPYRANOSIDE; ALPHA-METHYL-D-GLUCOPYRANOSIDE; methyl alpha-D-glucoside; methyl D-glucoside; methyl glucoside,methyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GYP,GYP,FALSE,GYP,,,GYP,TRUE,alpha_only,alpha,glucopyranoside,methyl alpha-d-glucopyranoside
MGL,methyl beta-D-glucopyranoside,O1-METHYL-GLUCOSE; methyl beta-D-glucoside; methyl D-glucoside; methyl glucoside,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,MGL,MGL,FALSE,,MGL,,MGL,TRUE,beta_only,beta,glucopyranoside,methyl beta-d-glucopyranoside
BNG,nonyl beta-D-glucopyranoside,Beta-NONYLGLUCOSIDE; nonyl beta-D-glucoside; nonyl D-glucoside; nonyl glucoside,nonyl glucopyranoside,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BNG,BNG,FALSE,,BNG,,BNG,TRUE,beta_only,beta,glucopyranoside,nonyl beta-d-glucopyranoside
TVS,prop-2-en-1-yl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside,,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,TVS,TVS,FALSE,,TVS,,TVS,TRUE,beta_only,beta,glucopyranoside,prop-2-en-1-yl 2-(acetylamino)-2-deoxy-beta-d-glucopyranoside
LVZ,propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside,propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucoside; propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-D-glucoside; propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-glucoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LVZ,LVZ,FALSE,LVZ,,,LVZ,TRUE,alpha_only,alpha,glucopyranoside,propan-2-yl 2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranoside
C3G,4-nitrophenyl beta-D-glucopyranosiduronic acid,4-nitrophenyl beta-D-glucosiduronic acid; 4-nitrophenyl D-glucosiduronic acid; 4-nitrophenyl glucosiduronic acid,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,C3G,C3G,FALSE,,C3G,,C3G,TRUE,beta_only,beta,glucopyranosiduronic acid,4-nitrophenyl beta-d-glucopyranosiduronic acid
6C2,methyl 2-acetamido-2-deoxy-beta-D-glucopyranosiduronic acid,methyl 2-(acetylamino)-2-deoxy-beta-D-glucopyranosiduronic acid; methyl 2-acetamido-2-deoxy-beta-D-glucosiduronic acid; methyl 2-acetamido-2-deoxy-D-glucosiduronic acid; methyl 2-acetamido-2-deoxy-glucosiduronic acid,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,6C2,6C2,FALSE,,6C2,,6C2,TRUE,beta_only,beta,glucopyranosiduronic acid,methyl 2-acetamido-2-deoxy-beta-d-glucopyranosiduronic acid
GU1,"2,3-di-O-methyl-beta-D-glucopyranuronic acid","2,3-di-O-methyl-beta-D-glucuronic acid; 2,3-di-O-methyl-D-glucuronic acid; 2,3-di-O-methyl-glucuronic acid",,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GU1,GU1,FALSE,,GU1,,GU1,TRUE,beta_only,beta,glucopyranuronic acid,"2,3-di-o-methyl-beta-d-glucopyranuronic acid"
N1L,2-amino-2-deoxy-beta-D-glucopyranuronic acid,2-amino-2-deoxy-beta-D-glucuronic acid; 2-amino-2-deoxy-D-glucuronic acid; 2-amino-2-deoxy-glucuronic acid,glucopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,N1L,N1L,FALSE,,N1L,,N1L,TRUE,beta_only,beta,glucopyranuronic acid,2-amino-2-deoxy-beta-d-glucopyranuronic acid
GUZ,2-deoxy-2-fluoro-alpha-D-glucopyranuronic acid,2-deoxy-2-fluoro-alpha-glucuronide; 2-deoxy-2-fluoro-alpha-D-glucuronic acid; 2-deoxy-2-fluoro-D-glucuronic acid; 2-deoxy-2-fluoro-glucuronic acid,fluoro glucopyranuronic acid,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GUZ,GUZ,FALSE,GUZ,GUF,anomer_group_30,"GUF, GUZ",FALSE,both,alpha,glucopyranuronic acid,2-deoxy-2-fluoro-alpha-d-glucopyranuronic acid
GUF,2-deoxy-2-fluoro-beta-D-glucopyranuronic acid,2-deoxy-2-fluoro-beta-glucuronide; 2-deoxy-2-fluoro-beta-D-glucuronic acid; 2-deoxy-2-fluoro-D-glucuronic acid; 2-deoxy-2-fluoro-glucuronic acid,fluoro glucopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GUF,GUF,FALSE,GUZ,GUF,anomer_group_30,"GUF, GUZ",FALSE,both,beta,glucopyranuronic acid,2-deoxy-2-fluoro-beta-d-glucopyranuronic acid
GC4,4-deoxy-beta-D-glucopyranuronic acid,4-DEOXY-D-GLUCURONIC ACID; 4-deoxy-beta-D-glucuronic acid; 4-deoxy-glucuronic acid,glucopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GC4,GC4,FALSE,,GC4,,GC4,TRUE,beta_only,beta,glucopyranuronic acid,4-deoxy-beta-d-glucopyranuronic acid
GCV,4-O-methyl-alpha-D-glucopyranuronic acid,4-O-METHYL-ALPHA-D-GLUCURONIC ACID; 4-O-methyl-D-glucuronic acid; 4-O-methyl-glucuronic acid,,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCV,GCV,FALSE,GCV,GCW,anomer_group_28,"GCV, GCW",FALSE,both,alpha,glucopyranuronic acid,4-o-methyl-alpha-d-glucopyranuronic acid
GCW,4-O-methyl-beta-D-glucopyranuronic acid,4-O-METHYL-BETA-D-GLUCURONIC ACID; 4-O-methyl-D-glucuronic acid; 4-O-methyl-glucuronic acid,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCW,GCW,FALSE,GCV,GCW,anomer_group_28,"GCV, GCW",FALSE,both,beta,glucopyranuronic acid,4-o-methyl-beta-d-glucopyranuronic acid
BDP,beta-D-glucopyranuronic acid,beta-D-glucuronic acid; D-glucuronic acid; glucuronic acid,glucopyranuronic acid,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,BDP,BDP,FALSE,GCU,BDP,anomer_group_15,"BDP, GCU",FALSE,both,beta,glucopyranuronic acid,glucopyranuronic acid
GCU,alpha-D-glucopyranuronic acid,alpha-D-glucuronic acid; D-glucuronic acid; glucuronic acid,glucopyranuronic acid,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCU,GCU,FALSE,GCU,BDP,anomer_group_15,"BDP, GCU",FALSE,both,alpha,glucopyranuronic acid,glucopyranuronic acid
GLO,D-glucose,D-GLUCOSE IN LINEAR FORM,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GLO,"GLO, SOR",FALSE,,,,GLO,FALSE,unknown,,glucose,glucose
VG1,ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE,,glucose,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,VG1,VG1,FALSE,VG1,,,VG1,TRUE,alpha_only,alpha,glucose,glucose-1-phosphate-6-vanadate
GCN,"2-amino-2,3-dideoxy-alpha-D-glucoyranose",3-DEOXY-D-GLUCOSAMINE; 3-deoxy-alpha-D-glucosamine,glucosamine,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GCN,GCN,FALSE,GCN,,,GCN,TRUE,alpha_only,alpha,glucoyranose,"2-amino-2,3-dideoxy-alpha-d-glucoyranose"
LXB,2-acetamido-2-deoxy-beta-D-gulopyranose,N-acetyl-beta-D-gulosamine; 2-acetamido-2-deoxy-beta-D-gulose; 2-acetamido-2-deoxy-D-gulose; 2-acetamido-2-deoxy-gulose; 2-(acetylamino)-2-deoxy-beta-D-gulopyranose,gulose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LXB,LXB,FALSE,,LXB,,LXB,TRUE,beta_only,beta,gulopyranose,2-acetamido-2-deoxy-beta-d-gulopyranose
66O,alpha-L-6-dexoy-gulopyranose,alpha-L-6-dexoy-gulose; L-6-dexoy-gulose; 6-dexoy-gulose; alpha-L-Fucopyranose; 6-deoxy-alpha-L-gulopyranose,fucose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,66O,66O,FALSE,66O,,,66O,TRUE,alpha_only,alpha,gulopyranose,6-dexoy-gulopyranose
4GL,alpha-D-gulopyranose,alpha-D-gulose; D-gulose; gulose,gulose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,4GL,4GL,FALSE,4GL,GL0,anomer_group_5,"4GL, GL0",FALSE,both,alpha,gulopyranose,gulopyranose
GL0,beta-D-gulopyranose,beta-D-gulose; D-gulose; gulose,gulose,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GL0,GL0,FALSE,4GL,GL0,anomer_group_5,"4GL, GL0",FALSE,both,beta,gulopyranose,gulopyranose
GUP,alpha-L-gulopyranose,alpha-L-gulose; L-gulose; gulose; ALPHA-L-GULOPYRANOSIDE,gulose,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GUP,GUP,FALSE,GUP,Z8H,anomer_group_31,"GUP, Z8H",FALSE,both,alpha,gulopyranose,gulopyranose
Z8H,beta-L-gulopyranose,beta-L-gulose; L-gulose; gulose,gulose,"L-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,Z8H,Z8H,FALSE,GUP,Z8H,anomer_group_31,"GUP, Z8H",FALSE,both,beta,gulopyranose,gulopyranose
IDX,2-O-sulfo-alpha-L-gulopyranuronic acid,2-O-sulfo-alpha-L-guluronic acid; 2-O-sulfo-L-guluronic acid; 2-O-sulfo-guluronic acid,,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,IDX,IDX,FALSE,IDX,,,IDX,TRUE,alpha_only,alpha,gulopyranuronic acid,2-o-sulfo-alpha-l-gulopyranuronic acid
LGU,alpha-L-gulopyranuronic acid,alpha-L-guluronic acid; L-guluronic acid; guluronic acid; ALPHA-L-GULURONATE,gulopyranuronic acid,"L-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,LGU,LGU,FALSE,LGU,,,LGU,TRUE,alpha_only,alpha,gulopyranuronic acid,gulopyranuronic acid
GMZ,"1,7-di-O-phosphono-D-glycero-beta-D-manno-heptopyranose","1,7-di-O-phosphono-D-glycero-beta-D-manno-heptose; 1,7-di-O-phosphono-D-glycero-D-manno-heptose; 1,7-di-O-phosphono-D-glycero-manno-heptose",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GMZ,GMZ,FALSE,,GMZ,,GMZ,TRUE,beta_only,beta,heptopyranose,"1,7-di-o-phosphono-d-glycero-beta-d-manno-heptopyranose"
GMB,"1,7-di-O-phosphono-L-glycero-beta-D-manno-heptopyranose","1,7-di-O-phosphono-L-glycero-beta-D-manno-heptose; 1,7-di-O-phosphono-L-glycero-D-manno-heptose; 1,7-di-O-phosphono-L-glycero-manno-heptose",,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GMB,GMB,FALSE,,GMB,,GMB,TRUE,beta_only,beta,heptopyranose,"1,7-di-o-phosphono-l-glycero-beta-d-manno-heptopyranose"
293,2-deoxy-beta-L-galacto-heptopyranose,"(2S,4R,5S,6R)-6-((S)-1,2-dihydroxyethyl)tetrahydro-2H-pyran-2,4,5-triol; 2-deoxy-L-glycero-D-manno-heptose; 2-deoxy-beta-L-galacto-heptose; 2-deoxy-L-galacto-heptose; 2-deoxy-galacto-heptose",galacto heptopyranose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,293,293,FALSE,293,,,293,TRUE,alpha_only,alpha,heptopyranose,2-deoxy-beta-l-galacto-heptopyranose
GPH,4-O-phosphono-D-glycero-beta-D-manno-heptopyranose,4-O-phosphono-D-glycero-beta-D-manno-heptose; 4-O-phosphono-D-glycero-D-manno-heptose; 4-O-phosphono-D-glycero-manno-heptose,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GPH,GPH,FALSE,,GPH,,GPH,TRUE,beta_only,beta,heptopyranose,4-o-phosphono-d-glycero-beta-d-manno-heptopyranose
GPO,4-O-phosphono-D-glycero-beta-D-manno-heptopyranose,4-O-phosphono-D-glycero-beta-D-manno-heptose; 4-O-phosphono-D-glycero-D-manno-heptose; 4-O-phosphono-D-glycero-manno-heptose,,"D-saccharide, beta linking",OBS,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GPO,GPO,FALSE,,GPO,,GPO,TRUE,beta_only,beta,heptopyranose,4-o-phosphono-d-glycero-beta-d-manno-heptopyranose
GM0,4-O-phosphono-L-glycero-alpha-D-manno-heptopyranose,4-O-phosphono-L-glycero-alpha-D-manno-heptose; 4-O-phosphono-L-glycero-D-manno-heptose; 4-O-phosphono-L-glycero-manno-heptose,,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GM0,GM0,FALSE,GM0,,,GM0,TRUE,alpha_only,alpha,heptopyranose,4-o-phosphono-l-glycero-alpha-d-manno-heptopyranose
G7P,"6,7-dideoxy-7-phosphono-beta-D-gluco-heptopyranose","6,7-dideoxy-7-phosphono-beta-D-gluco-heptose; 6,7-dideoxy-7-phosphono-D-gluco-heptose; 6,7-dideoxy-7-phosphono-gluco-heptose",,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,G7P,G7P,FALSE,,G7P,,G7P,TRUE,beta_only,beta,heptopyranose,"6,7-dideoxy-7-phosphono-beta-d-gluco-heptopyranose"
YYH,7-deoxy-L-glycero-alpha-D-manno-heptopyranose,,glycero manno heptopyranose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,YYH,YYH,FALSE,YYH,,,YYH,TRUE,alpha_only,alpha,heptopyranose,7-deoxy-l-glycero-alpha-d-manno-heptopyranose
M7P,7-O-phosphono-D-glycero-alpha-D-manno-heptopyranose,D-GLYCERO-D-MANNOPYRANOSE-7-PHOSPHATE; 7-O-phosphono-D-glycero-alpha-D-manno-heptose; 7-O-phosphono-D-glycero-D-manno-heptose; 7-O-phosphono-D-glycero-manno-heptose,mannose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,M7P,M7P,FALSE,M7P,,,M7P,TRUE,alpha_only,alpha,heptopyranose,7-o-phosphono-d-glycero-alpha-d-manno-heptopyranose
M7B,7-O-phosphono-D-glycero-beta-D-manno-heptopyranose,7-O-phosphono-D-glycero-beta-D-manno-heptose; 7-O-phosphono-D-glycero-D-manno-heptose; 7-O-phosphono-D-glycero-manno-heptose,,"D-saccharide, beta linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,M7B,M7B,FALSE,,M7B,,M7B,TRUE,beta_only,beta,heptopyranose,7-o-phosphono-d-glycero-beta-d-manno-heptopyranose
289,D-glycero-alpha-D-manno-heptopyranose,D-glycero-alpha-D-manno-heptose; D-glycero-D-manno-heptose; D-glycero-manno-heptose,glycero manno heptopyranose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,289,289,FALSE,289,,,289,TRUE,alpha_only,alpha,heptopyranose,glycero-alpha-d-manno-heptopyranose
GMH,L-glycero-alpha-D-manno-heptopyranose,L-glycero-alpha-D-manno-heptose; L-glycero-D-manno-heptose; L-glycero-manno-heptose; L-GLYCERO-D-MANNO-HEPTOPYRANOSE,glycero manno heptopyranose,"D-saccharide, alpha linking",REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,GMH,GMH,FALSE,GMH,,,GMH,TRUE,alpha_only,alpha,heptopyranose,glycero-alpha-d-manno-heptopyranose
2M5,methyl 7-deoxy-L-glycero-alpha-D-manno-heptopyranoside,methyl 7-deoxy-L-glycero-alpha-D-manno-heptoside; methyl 7-deoxy-L-glycero-D-manno-heptoside; methyl 7-deoxy-L-glycero-manno-heptoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,2M5,2M5,FALSE,2M5,,,2M5,TRUE,alpha_only,alpha,heptopyranoside,methyl 7-deoxy-l-glycero-alpha-d-manno-heptopyranoside
A1Q,methyl L-glycero-alpha-D-manno-heptopyranoside,ALPHA-METHYL HEPTOPYRANOSE; methyl L-glycero-alpha-D-manno-heptoside; methyl L-glycero-D-manno-heptoside; methyl L-glycero-manno-heptoside,,D-saccharide,REL,https://files.wwpdb.org/pub/pdb/data/monomers/components.cif.gz,,A1Q,A1Q,FALSE,A1Q,,,A1Q,TRUE,alpha_only,alpha,heptopyranoside,methyl l-glycero-alpha-d-manno-heptopyranoside
